exercise,n,mae,rmse,r2,pcc
E0,156,0.35289373993873596,0.4350375831127167,0.6902345909291461,0.8598411241126878
E1,110,0.26681363582611084,0.44525349140167236,0.7100567364441861,0.8903658384433204
E2,86,0.2630254924297333,0.37938159704208374,0.792742224732682,0.8978250648695876
E3,107,0.9020371437072754,0.9610439538955688,-1.0430514312894776,0.4260558112409851
E4,98,0.616028904914856,0.6586769223213196,0.23850523264510104,0.8215001123102764
E5,108,0.3330591320991516,0.437233567237854,0.4041418576562239,0.6893832459341263
E6,105,0.20923902094364166,0.38508203625679016,0.6526301848170885,0.8517681978823026
E7,107,0.4192267656326294,0.6081975698471069,-0.3022926960745911,0.3600203303024573
E8,107,0.2895081341266632,0.4871259331703186,0.6310588653674585,0.7994534627214167
E9,62,0.2061384618282318,0.2582753896713257,-0.9863509308437783,-0.38718000320463913
