exercise,n,mae,rmse,r2,pcc
E0,464,0.35569262504577637,0.44960054755210876,0.6700396405537882,0.8583242889194491
E1,326,0.36360958218574524,0.5030945539474487,0.6306665001080385,0.8928559989473001
E2,258,0.2800922691822052,0.3719181716442108,0.8008166291859123,0.8973499186075085
E3,319,0.7485209703445435,0.8118703961372375,-0.4525628896509155,0.43461010021502106
E4,286,0.5823850631713867,0.6280367374420166,0.3109430287713759,0.816614262804054
E5,321,0.4149414300918579,0.4953082501888275,0.23151406917123285,0.6782387141484671
E6,314,0.1820148229598999,0.3531498312950134,0.7082740290233718,0.8509651353836026
E7,319,0.4861183166503906,0.6574358344078064,-0.5126848681412148,0.37134291688860893
E8,317,0.28888294100761414,0.5002761483192444,0.6115651987687418,0.799534018219592
E9,182,0.2677825093269348,0.3269927501678467,-2.181020158310401,-0.0017893917091735293
