exercise,n,mae,rmse,r2,pcc
E0,464,0.34023386240005493,0.4090403914451599,0.7268881640737469,0.8542294914216657
E1,326,0.4109087884426117,0.49883824586868286,0.6368893407159867,0.8930875965363962
E2,258,0.26945123076438904,0.37977609038352966,0.7923109799886564,0.8929683576088897
E3,319,0.783553421497345,0.8500962257385254,-0.5925669862005936,0.4440675339844751
E4,286,0.5619738698005676,0.6097874641418457,0.3504060345013609,0.8176783256978917
E5,321,0.3437764644622803,0.4544181525707245,0.35316104993474107,0.6778108605627324
E6,314,0.20599022507667542,0.3871089220046997,0.6494713742629834,0.8489684191676352
E7,319,0.4060116410255432,0.5633895993232727,-0.11085984910693325,0.3601948015010963
E8,317,0.288621187210083,0.48995542526245117,0.6274267937386003,0.8023515083086503
E9,182,0.2741628885269165,0.3331564962863922,-2.3020735206466023,-0.015548135326052794
