exercise,n,mae,rmse,r2,pcc
E0,464,0.3711417019367218,0.4491124153137207,0.6707557021429017,0.852825991083479
E1,326,0.41063886880874634,0.5325695276260376,0.5861222864535252,0.8795568891474279
E2,258,0.2935246527194977,0.3964688181877136,0.7736521364189475,0.8839019126055749
E3,319,0.7817115783691406,0.8492422699928284,-0.5893691709873274,0.4193011208633816
E4,286,0.6067654490470886,0.6475238800048828,0.26751854012380516,0.815712440031436
E5,321,0.325969934463501,0.4287585914134979,0.42414848350596346,0.6856289673319055
E6,314,0.2301539033651352,0.36139872670173645,0.6944865490779217,0.8403085803002724
E7,319,0.3756962716579437,0.5123722553253174,0.08121704161048715,0.3614187996840263
E8,317,0.3142894506454468,0.5295922160148621,0.5647070233377629,0.7824776383356675
E9,182,0.1826213151216507,0.2019074559211731,-0.21281590280482643,-0.10321203839417366
